userName;content;score;at;Nilai
desi risandi;Bagaus;5;2021-07-11 12:11:22;POSITIF
Mohammad Hasan;Ga bisa instal:);1;2021-07-11 12:05:54;NEGATIF
Saya Jhi ini;Good;5;2021-07-11 12:05:50;POSITIF
Its'M E L L;Bagis sekali tapi aku kemarin login gabisa;5;2021-07-11 12:00:10;POSITIF
Ika Lestari;Bagus ini apk??????;5;2021-07-11 11:59:42;POSITIF
Angga Aditya Nurahman;??;5;2021-07-11 11:58:55;POSITIF
gheitich;no need to explain;5;2021-07-11 11:53:18;POSITIF
muhammad victor jayadi;biasa aja keles;1;2021-07-11 11:47:23;NEGATIF
Razza Khadaffi;????;5;2021-07-11 11:47:22;POSITIF
RIAN ANDRI.S;Aplikasi taik di download gk bsa;1;2021-07-11 11:46:35;NEGATIF
Hasmita mita;mayan;4;2021-07-11 11:45:47;POSITIF
Marwani Pasaribu;??????????????????;5;2021-07-11 11:45:29;POSITIF
Tegar Dzikri Fa'lam;Ini kenapa y ada bug setiap pagi selalu ada notif dr guru, jadi saya agak terbebani ketika ingin push rank, mohon diperbaiki agar guru sy TDK memberi pelajaran trus;5;2021-07-11 11:44:04;POSITIF
revan aditya;B O D O;5;2021-07-11 11:41:25;POSITIF
Fadil Fauzi;Nini apk sangat membantu anak anak sekola onlein mantanbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbhbbbbbbbnbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbvbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb bbbbbbbbbbbvbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb;5;2021-07-11 11:41:21;POSITIF
shiro chan Offl;Intinya bintang satu tod;1;2021-07-11 11:41:06;NEGATIF
Nando Rahman;Apk ini sangat membantu belajar, kuliah;5;2021-07-11 11:40:38;POSITIF
Annisa Fayza Rahmillah;ni mke bagroundny kek mn c ksi tau;3;2021-07-11 11:38:52;NEGATIF
I Gede Andi Arta;Bgus!;4;2021-07-11 11:38:31;POSITIF
Saud abdillah;Sangat bagus;5;2021-07-11 11:37:30;POSITIF
Arya Dafa;Tidak bisa login you are not eligible mulu syaiton;1;2021-07-11 11:35:06;NEGATIF
FEBRIANDRIANSYAH Febriansyah;Berguna untuk saatini dimusim pademi covid19;5;2021-07-11 11:35:03;POSITIF
Akun Gugel;Virtual background?;1;2021-07-11 11:33:46;NEGATIF
Adhezhu82 channel;Terbantu dengan adanya aplikasi zoom, memudahkan membuat acara resmi... Mantap dah;5;2021-07-11 11:33:43;POSITIF
Bila Anggraeni;Kok gak bisa ke unduh ya... Padahal jaringan bagus, padahal besok saya ada tugas nge zoom nih;1;2021-07-11 11:33:24;NEGATIF
Ozi Ozii;Meteng zom tangerang kota;5;2021-07-11 11:31:15;POSITIF
Eko Setiawan;Sangat bagus buat belajar;5;2021-07-11 11:27:56;POSITIF
Aldyansa Official;Daring tross;2;2021-07-11 11:25:59;NEGATIF
Najwa Salsa;Hh;5;2021-07-11 11:25:18;POSITIF
Erizal Nurtazkiroh;Tolong fitur virtual background bisa dipakai untuk semua android. Ini mau dipake buat MPLS sekolah yang lain pada pake aku nggak ??;3;2021-07-11 11:20:59;NEGATIF
Titis ayundhalarasarum;Biasa saja;1;2021-07-11 11:20:52;NEGATIF
Reyhan Pratama;bagus;5;2021-07-11 11:20:48;POSITIF
Sarif Ganz?;apl nya butuh efek buat parah betina:v;2;2021-07-11 11:19:55;NEGATIF
Citra Alfiyani;Bagus tapi ya gitu;1;2021-07-11 11:14:41;NEGATIF
Mukhtar Fikramzul;Bagus buangat;5;2021-07-11 11:13:54;POSITIF
gamer indo;nek ra mergo sekolah yo butoh ndownload;4;2021-07-11 11:13:09;POSITIF
Kasnita K;Sangat bagus;5;2021-07-11 11:10:33;POSITIF
SAKURA AR CHANEL OFFICIAL;Bagus banget;5;2021-07-11 11:07:20;POSITIF
Dera Arka;Apelikasi ini bagus sekali baget bos anjai;5;2021-07-11 11:05:42;POSITIF
Samsung Berkah;Pasti terbaik;5;2021-07-11 11:05:42;POSITIF
putri MiA;this app is very good;5;2021-07-11 11:03:32;POSITIF
Iin Nurjanah;Apk ny ini knp gk bisa di download ya? Padahal sy sdh bersihin smw penyimpanan yg gk pnting. Pls ini butuh banget;1;2021-07-11 11:02:42;NEGATIF
Google Jakih;Bagus sih bagus tapi sedot paketan banyak;5;2021-07-11 10:58:36;POSITIF
Tap to continue;Apa cuman saya yang tidak bisa login;1;2021-07-11 10:58:37;NEGATIF
Fauzi Ahmad;Trims;5;2021-07-11 10:57:32;POSITIF
Nahsa Setpra;sngt membantu bngt;5;2021-07-11 10:52:16;POSITIF
Anggi Pratama;Knp gk bisa install;5;2021-07-11 10:50:32;POSITIF
Frenderr tololl;Bagusss anj;4;2021-07-11 10:50:29;POSITIF
MOSES GEMING;tugas nya mana?;1;2021-07-11 10:48:50;NEGATIF
Erko Aja;Sangat. Bagus;5;2021-07-11 10:46:00;POSITIF
Mulyadi barru;Bagus;5;2021-07-11 10:40:54;POSITIF
Sergio Widyo;Aplikasi nya sangat bagus tolong tambahkan fitur virtual background untuk semua hp;5;2021-07-11 10:40:50;POSITIF
Vina Reza Maretha;Top;5;2021-07-11 10:38:26;POSITIF
Risqi Dwi Fitriana Fieloor;Aplikasi apa coba. Mo virtual bekgron aja pilih2 hp ajg;1;2021-07-11 10:36:03;NEGATIF
Disbudparpora Kota Madiun;OK siip;5;2021-07-11 10:30:29;POSITIF
Gervaneureka Harya;Good..;5;2021-07-11 10:29:58;POSITIF
Edwin Hermanus;Bagus aplikasi nya;5;2021-07-11 10:29:25;POSITIF
agus heriyanto;TDK support background;2;2021-07-11 10:27:59;NEGATIF
Rafif Rezki;Kenapa saya tidak bisa membuat akun;1;2021-07-11 10:27:41;NEGATIF
Afifa Arthalitha;mudah diinstal;4;2021-07-11 10:26:25;POSITIF
Wayan Paradipa;Dipa;5;2021-07-11 10:23:40;POSITIF
Sathya Prema Dewi Anjani;Ok;5;2021-07-11 10:21:27;POSITIF
Khoirul Annam;Gak bisa sign up;1;2021-07-11 10:05:29;NEGATIF
Candra Hutasoit;B aja;1;2021-07-11 09:57:06;NEGATIF
Rabbani;Capek dehh;1;2021-07-11 09:52:09;NEGATIF
AHNAF NURIL FAIZ FAIZ;Elek kepol;1;2021-07-11 09:50:02;NEGATIF
Mbar cLik;Buat aplikasi kok pilih2 hape.. halahhh kempluuu;1;2021-07-11 09:49:59;NEGATIF
Angga Dwi nughroho;Saya sudah di download zoom cloud meetings ke goggle play store;5;2021-07-11 09:49:57;POSITIF
Andini Putri;????;4;2021-07-11 09:47:20;POSITIF
Indah Fanisa Putri;Aplikasi nya bagus, tapi.... kenapa virtual background nya cuma bisa beberapa perangkat... padahal aku diwajib untuk pake virtual background;5;2021-07-11 09:45:44;POSITIF
Neva Griselda;Bagus ????;5;2021-07-11 09:41:33;POSITIF
Muhammaddian Reza;Kenapa saya tdk bisa menggunakan pengantian begroun Padahal sudah saya perbarui dan HP saya Advan;4;2021-07-11 09:39:37;POSITIF
Dandy Quartana;Very good;5;2021-07-11 09:38:40;POSITIF
Ananda zafira Aulia akbar;Aplikasinya kurang jelas;4;2021-07-11 09:38:26;POSITIF
Martasya ayu Ning tias;Bagus;5;2021-07-11 09:32:54;POSITIF
Agus Apryadi;????????;5;2021-07-11 09:30:51;POSITIF
Dimas Satriyo;Kok saat aku daftar gak bisa;1;2021-07-11 09:26:27;NEGATIF
Dedy Sabara;Aplikasi yang sangat membantu di saat pandemi ini. Saya sangat terbantu sekali dg adanya aplikasi zoom ini;5;2021-07-11 09:25:38;POSITIF
Ruhida Kazuto;Lumayan, sisanya tolol bet;4;2021-07-11 09:22:45;POSITIF
Nurdin Abdullah;Aneh kaya orang gila;1;2021-07-11 09:20:02;NEGATIF
BaYu Game;susah login nya??;1;2021-07-11 09:19:34;NEGATIF
Deka Avgerrard;Bagus;5;2021-07-11 09:17:02;POSITIF
Rulky Novicar;Blm bs ganti background;5;2021-07-11 09:10:27;POSITIF
Bambang Lukmandoko;Sangat membatu didalam Silahturahmi terutama saat pandemi Covid 19 Salam;5;2021-07-11 09:09:38;POSITIF
Gandung Saketi;Aplikasi ini bagus sekali dan membantu;4;2021-07-11 09:05:09;POSITIF
Purple's Squad;Apk nya bagus tapi g bisa background di hp, mana udh pelajaran baru dan pake background, tolong up buat semua hp mksh;5;2021-07-11 09:03:46;POSITIF
24_Ni Gusti Ayu Putu Puspa Sulyasari;aplikasi ini sangat membantu;5;2021-07-11 09:03:11;POSITIF
Ananda Rizky;U nggateli;5;2021-07-11 09:01:24;POSITIF
Komplek Hybrida RW.015;Ok;5;2021-07-11 08:57:21;POSITIF
Manuel Aja;Kok gal bisa di buka;1;2021-07-11 08:55:35;NEGATIF
Nazwa Turohma;Lumayan susah mendaftar nya;4;2021-07-11 08:53:31;POSITIF
Nyong Porumau;Sangat membantu;5;2021-07-11 08:52:57;POSITIF
XIOTP1_16_Devinna Anugrah Dinanti;SUKA BANGET SAMA APKNYA;5;2021-07-11 08:50:37;POSITIF
Ibnu Hamdani;Alhamdulillah bisa donwload??;5;2021-07-11 08:48:59;POSITIF
violla ramadhany;??????????????????????????????????????????????????????????????????????;5;2021-07-11 08:46:50;POSITIF
Hendra Prasetio;Terlalu banyak menguras data seluler;1;2021-07-11 08:43:08;NEGATIF
Calista;Yeah...;1;2021-07-11 08:42:51;NEGATIF
Agatha xavella;zoom punya aku kok gak ada virtual background nya? Apa karena jenis hp atau versi aplikasi zoom...;3;2021-07-11 08:42:05;NEGATIF
JYESTA MURILANDA;Bgs bgt sangat membantu pembelajaran;5;2021-07-11 08:33:53;POSITIF
Maharani Rani;B aj;3;2021-07-11 08:28:31;NEGATIF
Rfff Furhman;Virtual baground nya dong tolong diadain;1;2021-07-11 08:20:17;NEGATIF
20. Muhammad Ekananda Rizky Himantoro;Gk bisa di download;1;2021-07-11 08:16:29;NEGATIF
chantika alsn;Bgs;5;2021-07-11 08:14:25;POSITIF
thaliaaa Fachrurozi;Jelekk gabisaa di download;1;2021-07-11 08:10:01;NEGATIF
Yuri Syawalano;Yyyy baguz;2;2021-07-11 07:57:45;NEGATIF
Ferlita Dorkas;Terimakasih ????;5;2021-07-11 07:55:15;POSITIF
Enggar Eva Weningrum;Bagus bngt pas lg wfh belajarnya lumayan mbantu trima kasih????;5;2021-07-11 07:53:40;POSITIF
Dionsius Sulang;Bagus sekli;5;2021-07-11 07:49:42;POSITIF
Dadim Kusmana;Cepat tapi kuota cepat habis;5;2021-07-11 07:49:21;POSITIF
Ai Deti Heryanti;Ok. Bisa membantu dengan sangat baik;4;2021-07-11 07:47:36;POSITIF
Valensia Azzahra;memudahkan pekerjaan manusia;5;2021-07-11 07:47:31;POSITIF
anisa nisa;bagus banget;5;2021-07-11 07:46:51;POSITIF
Sukmo Santoso;Aplikasi ini sangat membantu;5;2021-07-11 07:42:02;POSITIF
idris pati;Sip lah;3;2021-07-11 07:40:56;NEGATIF
Kurnia Nofima Putri;Best;5;2021-07-11 07:35:21;POSITIF
aimas aimas;Banyak mamfaat dengan adanya aplikasi zoom ini;5;2021-07-11 07:28:27;POSITIF
Sanggo MOD;Mau sign in tapi kok ga bisa?;1;2021-07-11 07:26:39;NEGATIF
rozakul zadid;Not problem;5;2021-07-11 07:19:05;POSITIF
Umi Hanik;Karena saya ingin belajar;1;2021-07-11 07:15:02;NEGATIF
ike Suroboyo;top;5;2021-07-11 07:13:51;POSITIF
ELNA;bagus sekali harus download;5;2021-07-11 07:11:27;POSITIF
Fatkhu Rohman;Terimakasih apk ini berguna baget!!!!!!!!!!!!!!!!!!!!!!!!!!;5;2021-07-11 07:09:31;POSITIF
Adi satria sanjaya Jaya;Aplikasi ngk guna percuma di dwonload gk bisa login aplikasi kaki 4 lh;1;2021-07-11 07:09:12;NEGATIF
Roby Sutjianto;Mantap..;5;2021-07-11 07:06:01;POSITIF
Dwi Mustika Ningrum;Bagus banget. ????????????????;5;2021-07-11 07:00:13;POSITIF
Eddy Hary Susanto;The Best ever;5;2021-07-11 06:59:51;POSITIF
X419 Muhammad Ilham Akbar;Hai developer, jujur apk zoom ini sangat berguna bagi saya. Hanya saja fitur virtual background tidak bisa saya pakai, hanya di beberapa versi android. Jadi.. saya harap update terbaru nanti, smartphone saya bisa menggunakan fitur tersebut.;3;2021-07-11 06:53:03;NEGATIF
Aurellia Diesta Putri // 38;Ntah lah .. zoom sekarang pake nya sistem cloud bayaran jadinya mau download lagi susah mohon di perbaiki ya ????;1;2021-07-11 06:47:59;NEGATIF
Anastasia Marsha Aurellius;Gajee;2;2021-07-11 06:45:13;NEGATIF
Raisa Ica;"Kenapa ini gak bisa didownload.Padahal besok saya ada zoom dari sekolah. Tdi katanya ""ruang tidak cukup, kosongkan ruang"" jadi saya mengosongkan ruang penyimpanan hp saya dngn ruang yang kira kira sudah cukup. Setiap mau download dan sudah mencapai 99? maka tidak akan berlanjut lagi dan saya disuruh download ulang. Bahkan saya telah lakukan saran dari google dengan menghapus chace lalu data dari playstore juga telah matikan daya hp saya lalu dihidupkan lagi, tapi tetap tidak bisa. Bagaimana ini";1;2021-07-11 06:41:26;NEGATIF
dina gunawan;good;5;2021-07-11 06:39:58;POSITIF
Silfanny 16;Apk nya tidak dapat di gunakan;1;2021-07-11 06:30:20;NEGATIF
Tasa Julianty;Sangat bermanfaat tapi kenapa yh saya udh berusaha dowload dihp yg baru sekrng susah terus harus ulang;5;2021-07-11 06:23:01;POSITIF
Albertho Napan;Mantap;4;2021-07-11 06:20:06;POSITIF
Ridho;Tess!!;5;2021-07-11 06:18:28;POSITIF
Vera Gustiani;Bagus;5;2021-07-11 06:16:40;POSITIF
Amri Azani;ok;5;2021-07-11 06:16:19;POSITIF
Tpc U CHANEL;Ok;5;2021-07-11 06:07:32;POSITIF
Rifki Maulana;Pengalaman pakek ini selama sekolah online bagus” aja ngk ada kendala apapun ,, pokoknya makasi bgt yg buat aplikasi zoom meeting ini ,, semoga badai corona cpt berakhir Aamin :(;5;2021-07-11 06:02:44;POSITIF
Sumiati Sumiati;Kenapa apk ini tdk bisa diinstal;1;2021-07-11 05:57:37;NEGATIF
M. Mulya Shidiq 28;Kenapa zoom susah di download ?????;3;2021-07-11 05:57:12;NEGATIF
Neni Aen;Burik;2;2021-07-11 05:56:56;NEGATIF
ATHAYA ARIFAH PUTERI 7.3;Udah bagus sih.. Tp ga bisa bikin virtual background di hpku, gmn dong;4;2021-07-11 05:55:35;POSITIF
Hidaya Dayon;Baik;5;2021-07-11 05:54:43;POSITIF
Rezi Gans;Gara gara apk ini gw jadi sekolah anj, dh gtu depan guru di rumah ah males bangke, tadinya gausah ciptain apk kek gini, jadi jarang maen game anj lah.;1;2021-07-11 05:54:08;NEGATIF
Siti nur Rohmah;Baguss??;5;2021-07-11 05:50:50;POSITIF
Kaindra Alfaruq;Aku udah nyoba dan apk nya bagus bangt jadi kalian harus coba Aku sama temen aku udah bisa buat yang gak bisa lihat teman kalian klo udah bisa ya udah;5;2021-07-11 05:47:08;POSITIF
Kuswadji Azis;Blm pernah ikut zoom meeting;4;2021-07-11 05:41:39;POSITIF
Mohamad Nurmuhandim;Tolong di perbaiki saya donlot kembali lagi ya tolong di perbaiki ubdet saya jadi nya gak bisa ikut zom dari sekolah tolong ya di perbaiki??;1;2021-07-11 05:39:40;NEGATIF
Deviastimerry Wulandari_21;Good;5;2021-07-11 05:39:28;POSITIF
Wowoh Mang;Jelek;1;2021-07-11 05:39:25;NEGATIF
Ires Kisyah;??????;5;2021-07-11 05:29:09;POSITIF
Rifky Fitra;Sangat bagus;5;2021-07-11 05:28:17;POSITIF
AHDAN PROS;Zoom Cloud meeting udah bagus tapi backgroundnya kurang oke;2;2021-07-11 05:23:54;NEGATIF
chlorine channel;apk nya udah bagus tapi tolong tambahin fitur virtual baground di semua perangkat dong, besok udh zoom sekolah disuruh oke baground foto dari sekolah tolong dong :(;3;2021-07-11 05:21:50;NEGATIF
Muhammad Tristan09;Wow;5;2021-07-11 05:15:51;POSITIF
Dodit Triharyadi;Mantap;5;2021-07-11 05:12:18;POSITIF
Joswa Berutu;Mantap;5;2021-07-11 05:11:12;POSITIF
rcuk gl;Ya kembali lagi di masa penyiksaan;1;2021-07-11 05:08:43;NEGATIF
Rani Anisah;Sangat membantu;5;2021-07-11 05:05:56;POSITIF
Mitha Dwi anjani;Baguss;5;2021-07-11 04:54:15;POSITIF
Siti maesaroh Mey;Bagus banget;5;2021-07-11 04:46:44;POSITIF
NURUL RAMDHANI STEPHANIE HAK;Coba dulu?;1;2021-07-11 04:42:32;NEGATIF
18. Nur Maulidya;ini kenapa virtual background nya gabisa di semua hp sihhh, padahal kan aku juga pengen make virtual backgrounnya tapi malah gabisa;4;2021-07-11 04:42:13;POSITIF
Habib Naufal;Wowww;5;2021-07-11 04:40:46;POSITIF
Poli Dan;Sangat bagus;5;2021-07-11 04:39:59;POSITIF
Carlos Musu;Nice;5;2021-07-11 04:37:39;POSITIF
Syahrial waiteu;Top;5;2021-07-11 04:31:43;POSITIF
lala po;Mantab;3;2021-07-11 04:30:59;NEGATIF
ARIANA GRANDONG;Jelek banget kenapa coba selalu ga bisa login????????????????????????????????????????????????????????????????;1;2021-07-11 04:19:39;NEGATIF
Tohardi;Bagus;5;2021-07-11 04:14:02;POSITIF
Aulia Akmal;Aplikasi Zoom ini bagus sekali walaupun terkadang suka putus putus??,tapi sangat membantu.;4;2021-07-11 04:10:36;POSITIF
Tri Aditya;Apk jelek;1;2021-07-11 04:10:16;NEGATIF
yadi tomanga;Knp ga bisa daftar sih anehhhh lol;1;2021-07-11 04:01:29;NEGATIF
Widya Arum;Good;5;2021-07-11 04:01:25;POSITIF
Hosea Ramba;????;4;2021-07-11 04:00:07;POSITIF
RÐ - 1924;Virtual background...!!!!;1;2021-07-11 03:58:04;NEGATIF
Nyoman Rajeg;Aplikasi yg bagus ! Sangat membantu saya dalam mengikuti meeting di masa pandemi C19.Trimakasih !;5;2021-07-11 03:55:52;POSITIF
Agus Wibowo;Bagus bnget;5;2021-07-11 03:51:10;POSITIF
Ezra Wijaya;Good;5;2021-07-11 03:49:20;POSITIF
Jitendar 1234;Very nice;5;2021-07-11 03:46:44;POSITIF
christien diana;kenapa mau sing in nggk bisa sih sing up jg nggk bisa tolong dong bsk mau zoom ni mohon segera di bntu ya;1;2021-07-11 03:33:52;NEGATIF
SRI mulyati;Bagus;5;2021-07-11 03:27:16;POSITIF
Damas - Picea - ITB;Buruk, sering bug;1;2021-07-11 03:26:01;NEGATIF
Sesry Liunima;keren;5;2021-07-11 03:24:14;POSITIF
Fadhil R;I'm disappointed because the background method is not evenly distributed across phones, this apk looks at certain phones;1;2021-07-11 03:23:39;NEGATIF
Muhdir Amrulah;Lama download nya;2;2021-07-11 03:21:33;NEGATIF
pokemon 4ever72;Keren;5;2021-07-11 03:20:37;POSITIF
Arina F.q.;Baguuuuuuuuuusss banget ??????????????????????????????????????????????????????????????????????????)?)???????????? (??????????????????????????????????????????????????? ngapain lihat bawah, udah gk usah deeeeh kan udah aq bilang kalau aplikasi ini baguuuuuuuuuusss??, udah langsung download saja biar kalian juga punya??????????;4;2021-07-11 03:18:16;POSITIF
Fathur Rahman;Sangat membantu ????;5;2021-07-11 03:13:16;POSITIF
princes yudea Annabelle;Look;5;2021-07-11 03:09:10;POSITIF
retno anggiri purwandani;Sangat penting karena bisa berkomunikasi/mengadakan pertemuan dengan jarak jauh.;5;2021-07-11 03:08:55;POSITIF
Hakim Dede;Okkkk;5;2021-07-11 03:06:36;POSITIF
CUYANTI LIU;saya pake apk ini untuk saya zoom;5;2021-07-11 02:58:15;POSITIF
Michael Rake;Kenapa saya mau buat akun tapi selalu tidak bisa padahal email benar tapi kenapa di situ tertulis email or password salah arrgghhhhh , aku benci sekolah;1;2021-07-11 02:56:54;NEGATIF
Ali Maknun;Ok;5;2021-07-11 02:56:43;POSITIF
Esther;Bagus banget, app yang berguna buat PJJ ( pembelajaran jarak jauh ).;5;2021-07-11 02:56:24;POSITIF
Monri Siregar;Sangat membantu pembelajaran siswa saat pandemi Corona sekarang ini;5;2021-07-11 02:54:13;POSITIF
No Name;Game Burik;1;2021-07-11 02:52:53;NEGATIF
Yonas SMA John 23 Merauke;Good;5;2021-07-11 02:48:44;POSITIF
Agus Saputro;Bagus;5;2021-07-11 02:45:04;POSITIF
Sakha Ameer Zen;hhh;5;2021-07-11 02:39:50;POSITIF
Menik Trisula86;Mantep;5;2021-07-11 02:37:50;POSITIF
Maria Ulfa;"gimana sih orang udh di download keulang""trs";1;2021-07-11 02:31:46;NEGATIF
Ripki Bintang;Tidak bisa login jelek sekali;1;2021-07-11 02:19:44;NEGATIF
Hermann Syahh;Bgs;5;2021-07-11 02:19:12;POSITIF
Agnes;Mungkin fitur background nanti bisa di pakai, di perangkat mana aja yah. Sisanya Luar biasaa thank you;5;2021-07-11 02:17:37;POSITIF
Agustina Sari;Kok gk bisa didownload?;1;2021-07-11 02:15:10;NEGATIF
MADURA -ku;Ok;4;2021-07-11 02:03:57;POSITIF
Abdul Kadir;Buat sekolah;5;2021-07-11 02:03:23;POSITIF
Adhi Fabrivio Al'afia;the application is good but please update so I can speak Indonesian;5;2021-07-11 02:02:30;POSITIF
Fauziah Faizal;Sebenernya aku belum coba aplikasi Zoom ini tapi sama buguru suruh download jadinya yaudah aku download kalo udan jadi entar aplikasi Zoom nya aku coba nanti kalau bagus aku kasih bintang lima deh ini aku baru kasih bintang 1 soalnya kalo entar aplikasi Zoom nya nggak bisa di buka aku tinggal minta tolong aja sama my girl friend ok thanks for watching;1;2021-07-11 01:59:54;NEGATIF
Arjuna Haerul;ngak berguna;1;2021-07-11 01:53:37;NEGATIF
Hasan Basri;Diskripsikan;5;2021-07-11 01:50:36;POSITIF
Fathia Ammara;Aku suka apl ini membantu ku untuk sekolah online dan aku suka apl ini sih tapi...... aku sudah pake tablet tapi kok masih ga bisa ganti bangraun ya mohon di perbaiki zoom nya ya walau aku punya laptop aku masih kesusahan dan juga loding nya lama gabisa masuk dan kadang bener2 ga bisa masuk kalo sudah diper baiki aku kasih 5 deh makaih????.;3;2021-07-11 01:50:17;NEGATIF
Vina Dwi arini;Mantul;1;2021-07-11 01:36:51;NEGATIF
SolemanPh;Good Operation and hope to increase the mission.;5;2021-07-11 01:36:42;POSITIF
Nur Latifah;Susah2 gampang;5;2021-07-11 01:36:26;POSITIF
Nivi Sondakh;Good Zoom Virtual;5;2021-07-11 01:29:06;POSITIF
Kinanthi Niken;??;5;2021-07-11 01:28:07;POSITIF
Aditya Hammadi;Good;1;2021-07-11 01:24:29;NEGATIF
jst hmn;kok bingung ya pas mau sing in , apa saya yang kudet ?;2;2021-07-11 01:22:35;NEGATIF
My Maighty;Bruh cara login yang ribet,semoga loginya gk ribet sekali,mohon diperbaiki??;1;2021-07-11 01:18:21;NEGATIF
YES;kenapa tidak bisa masuk break out room?? apa masalahnya?? saya jadi ketinggalan pelajaran banyak karena tidak bisa masuk break out room, apa ada batasnya? tolong penjelasannya;2;2021-07-11 01:08:45;NEGATIF
Cindiva Huwayda Wicaksono;Keren;5;2021-07-11 01:06:30;POSITIF
Dede Sahyudi;Virtual background gak ada di hp saya;2;2021-07-11 01:05:00;NEGATIF
Ella Sigalingging;Wow;5;2021-07-11 00:57:56;POSITIF
Selamat Mat;Bagus sekali aplikasi ini;2;2021-07-11 00:30:34;NEGATIF
Yani Rahmawati;Bagus bnget;5;2021-07-11 00:25:23;POSITIF
Rasty Agil;Baguss;5;2021-07-11 00:23:38;POSITIF
dinar neynda maharani;Seru;5;2021-07-10 23:58:18;POSITIF
Farid Husaini -OTKP;No ini;1;2021-07-10 23:47:50;NEGATIF
Gesit Ratih;Aplikasi tersebut sangat bermanfaat ??;5;2021-07-10 23:40:26;POSITIF
Luh Putu Anggreni;Aplikasinya baguss Terima kasih????;5;2021-07-10 23:29:56;POSITIF
endang karyadi;Loginnya lambat msih blm kena juga;1;2021-07-10 23:26:24;NEGATIF
Ff Bacot;Bgs;5;2021-07-10 23:14:29;POSITIF
Fakhira Aulia Putri;Good;5;2021-07-10 23:11:17;POSITIF
Oom Komariah;Jelek!!!! Ngunduh nya aja susah!! Apalagi nanti kalo udah di unduh;1;2021-07-10 23:09:47;NEGATIF
Titania Ansty;Bisa ga sih, kalo bahasanya di ganti bhsa Indonesia;1;2021-07-10 23:05:55;NEGATIF
Ahim Abdurahim;Bgmn agar zoom meeting di tablet bisa gunakan background?;5;2021-07-10 23:02:51;POSITIF
Manusia Kartun;I accidently close the app, when I wanted to IN again, it couldn't. The previous version is better;1;2021-07-10 22:39:22;NEGATIF
Winarno Win;Baik;5;2021-07-10 22:17:07;POSITIF
Hasna nur Faizah;aplikasinya bagus tapi ada sedikit yg harus diperbaharui lagi,,,,;5;2021-07-10 22:00:40;POSITIF
Rina Gulo;Lion pengirimannya cepat the best;5;2021-07-10 20:22:41;POSITIF
Bahyati Yati;Ini penting juga;3;2021-07-10 19:51:52;NEGATIF
Bayu Mahardika;Semoga bermanfaat ????;5;2021-07-10 19:37:52;POSITIF
varil varen;Sangat bermanfaat??;5;2021-07-10 19:26:39;POSITIF
ana lasianati;Puas sekali;5;2021-07-10 19:22:51;POSITIF
Bengkel Mobil Auto Service;Bengkel Mobil jkt;5;2021-07-10 18:22:21;POSITIF
