,content,score,English
2344,Aplikasi ngk guna percuma di dwonload gk bisa login aplikasi kaki 4 lh,1,"Useless applications are downloaded, can't login to the 4 foot application, you know"
2345,Mantap..,5,Great..
2346,Bagus banget. ????????????????,5,Really good. ????????????????
2347,The Best ever,5,The Best ever
2348,"Hai developer, jujur apk zoom ini sangat berguna bagi saya. Hanya saja fitur virtual background tidak bisa saya pakai, hanya di beberapa versi android. Jadi.. saya harap update terbaru nanti, smartphone saya bisa menggunakan fitur tersebut.",3,"Hi developer, honestly this zoom apk is very useful for me. It's just that I can't use the virtual background feature, only in some versions of Android. So.. I hope the latest update later, my smartphone can use this feature."
2349,Ntah lah .. zoom sekarang pake nya sistem cloud bayaran jadinya mau download lagi susah mohon di perbaiki ya ????,1,"I don't know.. Zoom is now using a paid cloud system, so it's difficult to download again, please fix it, right????"
2350,Gajee,2,Gajee
2351,"Kenapa ini gak bisa didownload.Padahal besok saya ada zoom dari sekolah. Tdi katanya ""ruang tidak cukup, kosongkan ruang"" jadi saya mengosongkan ruang penyimpanan hp saya dngn ruang yang kira kira sudah cukup. Setiap mau download dan sudah mencapai 99? maka tidak akan berlanjut lagi dan saya disuruh download ulang. Bahkan saya telah lakukan saran dari google dengan menghapus chace lalu data dari playstore juga telah matikan daya hp saya lalu dihidupkan lagi, tapi tetap tidak bisa. Bagaimana ini",1,"Why can't this be downloaded. Even though tomorrow I have a zoom from school. It said ""not enough space, free up space"" so I freed up my cellphone storage space with space that I thought was enough. Every time you want to download and have reached 99? then it will not continue and I was told to re-download. Even I have done advice from google by clearing cache and then data from playstore have also turned off my cellphone power and then turned it on again, but still can't. How about this"
2352,good,5,good
2353,Apk nya tidak dapat di gunakan,1,The apk cannot be used
2354,Sangat bermanfaat tapi kenapa yh saya udh berusaha dowload dihp yg baru sekrng susah terus harus ulang,5,Very useful but why have I tried to download it on a new cellphone now it's hard to keep repeating
2355,Mantap,4,Great
2356,Tess!!,5,Tess!!
2357,Bagus,5,Good
2358,ok,5,ok
2359,Ok,5,Ok
2360,"Pengalaman pakek ini selama sekolah online bagus aja ngk ada kendala apapun ,, pokoknya makasi bgt yg buat aplikasi zoom meeting ini ,, semoga badai corona cpt berakhir Aamin :(",5,"The experience of using this during online school was good, there weren't any problems, anyway, thank you very much for making this zoom meeting application, I hope the corona storm ends quickly, Amen :("
2361,Kenapa apk ini tdk bisa diinstal,1,Why can't this apk be installed
2362,Kenapa zoom susah di download ?????,3,Why is zoom difficult to download????
2363,Burik,2,Dotted
2364,"Udah bagus sih.. Tp ga bisa bikin virtual background di hpku, gmn dong",4,"It's good.. But I can't make a virtual background on my cellphone, what can I do"
2365,Baik,5,Well
2366,"Gara gara apk ini gw jadi sekolah anj, dh gtu depan guru di rumah ah males bangke, tadinya gausah ciptain apk kek gini, jadi jarang maen game anj lah.",1,"Because of this apk, I became my school, so I was in front of my teacher at home, I'm lazy, I didn't have to create an apk like this, so I rarely play games."
2367,Baguss??,5,good??
2368,Aku udah nyoba dan apk nya bagus bangt jadi kalian harus coba Aku sama temen aku udah bisa buat yang gak bisa lihat teman kalian klo udah bisa ya udah,5,"I've tried it and the apk is really good, so you have to try it."
2369,Blm pernah ikut zoom meeting,4,Never been to a zoom meeting
2370,Tolong di perbaiki saya donlot kembali lagi ya tolong di perbaiki ubdet saya jadi nya gak bisa ikut zom dari sekolah tolong ya di perbaiki??,1,"Please fix it, I downloaded it again, please fix my ubdet so I can't join the zoom from school, please fix it??"
2371,Good,5,good
2372,Jelek,1,Bad
2373,??????,5,??????
2374,Sangat bagus,5,Very good
2375,Zoom Cloud meeting udah bagus tapi backgroundnya kurang oke,2,Zoom Cloud meeting is good but the background is not good
2376,"apk nya udah bagus tapi tolong tambahin fitur virtual baground di semua perangkat dong, besok udh zoom sekolah disuruh oke baground foto dari sekolah tolong dong :(",3,"The apk is good, but please add a virtual background feature on all devices, tomorrow I've zoomed in, the school has been told to take photos from school, please :("
2377,Wow,5,Wow
2378,Mantap,5,Great
2379,Mantap,5,Great
2380,Ya kembali lagi di masa penyiksaan,1,"Yes, back again in the time of torture"
2381,Sangat membantu,5,Very helpful
2382,Baguss,5,nice
2383,Bagus banget,5,Really good
2384,Coba dulu?,1,Try first?
2385,"ini kenapa virtual background nya gabisa di semua hp sihhh, padahal kan aku juga pengen make virtual backgrounnya tapi malah gabisa",4,"Why is this a virtual background that can be used on all cellphones, even though I also want to make a virtual background but I can't"
2386,Wowww,5,Woww
2387,Sangat bagus,5,Very good
2388,Nice,5,nice
2389,Top,5,Top
2390,Mantab,3,great
2391,Jelek banget kenapa coba selalu ga bisa login????????????????????????????????????????????????????????????????,1,"It's so bad, why do I always try and can't login???????????????????????????????????? ????????????????????????"
2392,Bagus,5,Good
2393,"Aplikasi Zoom ini bagus sekali walaupun terkadang suka putus putus??,tapi sangat membantu.",4,"This Zoom application is very good even though it sometimes breaks up??, but it is very helpful."
2394,Apk jelek,1,Bad apk
2395,Knp ga bisa daftar sih anehhhh lol,1,"Why can't I register, haha ​​lol"
2396,Good,5,good
2397,????,4,????
2398,Virtual background...!!!!,1,Virtual backgrounds...!!!!
2399,Aplikasi yg bagus ! Sangat membantu saya dalam mengikuti meeting di masa pandemi C19.Trimakasih !,5,Great app! Very helpful for me in attending meetings during the C19 pandemic. Thank you!
2400,Bagus bnget,5,Very good
2401,Good,5,good
2402,Very nice,5,Very nice
2403,kenapa mau sing in nggk bisa sih sing up jg nggk bisa tolong dong bsk mau zoom ni mohon segera di bntu ya,1,"why do you want to sign in, can't you sign up, can't you please help, can you zoom, please help immediately"
2404,Bagus,5,Good
2405,"Buruk, sering bug",1,"Bad, frequent bugs"
2406,keren,5,cool
2407,"I'm disappointed because the background method is not evenly distributed across phones, this apk looks at certain phones",1,"I'm disappointed because the background method is not evenly distributed across phones, this apk looks at certain phones"
2408,Lama download nya,2,How long does it take to download
2409,Keren,5,Cool
2410,"Baguuuuuuuuuusss banget ??????????????????????????????????????????????????????????????????????????)?)???????????? (??????????????????????????????????????????????????? ngapain lihat bawah, udah gk usah deeeeh kan udah aq bilang kalau aplikasi ini baguuuuuuuuuusss??, udah langsung download saja biar kalian juga punya??????????",4,"Sooooooooooooooo good ???????????????????????????????????????????? ????????????????????????)?)???????????? (???????????????????????????????????????????????? ??Why look below, it doesn't matter anymore, didn't I already said that this application is gooduuuuuuuuusss??, I just downloaded it so you guys have it too??????????"
2411,Sangat membantu ????,5,Very helpful ????
2412,Look,5,Look
2413,Sangat penting karena bisa berkomunikasi/mengadakan pertemuan dengan jarak jauh.,5,Very important because it can communicate / hold meetings remotely.
2414,Okkkk,5,okkkk
2415,saya pake apk ini untuk saya zoom,5,I use this apk for zooming
2416,"Kenapa saya mau buat akun tapi selalu tidak bisa padahal email benar tapi kenapa di situ tertulis email or password salah arrgghhhhh , aku benci sekolah",1,"Why do I want to create an account but I always can't even though the email is correct but why does it say the email or password is wrong arrgghhhhh, I hate school"
2417,Ok,5,Ok
2418,"Bagus banget, app yang berguna buat PJJ ( pembelajaran jarak jauh ).",5,"Very good, useful app for PJJ (distance learning)."
2419,Sangat membantu pembelajaran siswa saat pandemi Corona sekarang ini,5,Very helpful for student learning during the current Corona pandemic
2420,Game Burik,1,Dotted Game
2421,Good,5,good
2422,Bagus,5,Good
2423,hhh,5,hhh
2424,Mantep,5,great
2425,"gimana sih orang udh di download keulang""trs",1,how come people have been re-downloaded?
2426,Tidak bisa login jelek sekali,1,Can't login so bad
2427,Bgs,5,Bgs
2428,"Mungkin fitur background nanti bisa di pakai, di perangkat mana aja yah. Sisanya Luar biasaa thank you",5,"Maybe the background feature can later be used, on any device. The rest is amazing thank you"
2429,Kok gk bisa didownload?,1,How come it can't be downloaded?
2430,Ok,4,Ok
2431,Buat sekolah,5,Create a school
2432,the application is good but please update so I can speak Indonesian,5,the application is good but please update so I can speak Indonesian
2433,Sebenernya aku belum coba aplikasi Zoom ini tapi sama buguru suruh download jadinya yaudah aku download kalo udan jadi entar aplikasi Zoom nya aku coba nanti kalau bagus aku kasih bintang lima deh ini aku baru kasih bintang 1 soalnya kalo entar aplikasi Zoom nya nggak bisa di buka aku tinggal minta tolong aja sama my girl friend ok thanks for watching,1,"Actually, I haven't tried this Zoom application yet, but the teacher told me to download it, so I'll download it when it's finished, I'll try the Zoom application later, if it's good, I'll give it five stars, I'll just give it 1 star, because if the Zoom application doesn't open, I can't open it. just ask for help with my girl friend ok thanks for watching"
2434,ngak berguna,1,useless
2435,Diskripsikan,5,Describe
2436,Aku suka apl ini membantu ku untuk sekolah online dan aku suka apl ini sih tapi...... aku sudah pake tablet tapi kok masih ga bisa ganti bangraun ya mohon di perbaiki zoom nya ya walau aku punya laptop aku masih kesusahan dan juga loding nya lama gabisa masuk dan kadang bener2 ga bisa masuk kalo sudah diper baiki aku kasih 5 deh makaih????.,3,"I like this app it helps me for online school and I like this app but...... I've used a tablet but how come I still can't change the build, please fix the zoom, even though I have a laptop I'm still having trouble loading It's been a long time I can't enter and sometimes I really can't enter, if it's been repaired, I'll give it 5 thanks????."
2437,Mantul,1,Really good
2438,Good Operation and hope to increase the mission.,5,Good Operation and hope to increase the mission.
2439,Susah2 gampang,5,Easy easy
2440,Good Zoom Virtual,5,Good Zoom Virtual
2441,??,5,??
2442,Good,1,good
2443,"kok bingung ya pas mau sing in , apa saya yang kudet ?",2,"why are you confused when you want to sing in, am I the one who is tight?"
2444,"Bruh cara login yang ribet,semoga loginya gk ribet sekali,mohon diperbaiki??",1,"Bruh how to login is complicated, I hope the login is not complicated at all, please fix it??"
2445,"kenapa tidak bisa masuk break out room?? apa masalahnya?? saya jadi ketinggalan pelajaran banyak karena tidak bisa masuk break out room, apa ada batasnya? tolong penjelasannya",2,"why can't I enter the breakout room?? What is the problem?? I missed a lot of lessons because I couldn't enter the break out room, is there a limit? please explain"
2446,Keren,5,Cool
2447,Virtual background gak ada di hp saya,2,Virtual background doesn't exist on my cellphone
2448,Wow,5,Wow
2449,Bagus sekali aplikasi ini,2,This app is great
2450,Bagus bnget,5,Very good
2451,Baguss,5,nice
2452,Seru,5,Exciting
2453,No ini,1,this number
2454,Aplikasi tersebut sangat bermanfaat ??,5,The application is very useful ??
2455,Aplikasinya baguss Terima kasih????,5,"The application is good, thank you????"
2456,Loginnya lambat msih blm kena juga,1,"Login is slow, still not hit"
2457,Bgs,5,Bgs
2458,Good,5,good
2459,Jelek!!!! Ngunduh nya aja susah!! Apalagi nanti kalo udah di unduh,1,Bad!!!! It's hard to download!! Especially later when it's downloaded
2460,"Bisa ga sih, kalo bahasanya di ganti bhsa Indonesia",1,"Is it possible, if the language is changed to Indonesian"
2461,Bgmn agar zoom meeting di tablet bisa gunakan background?,5,How can zoom meetings on tablets use the background?
2462,"I accidently close the app, when I wanted to IN again, it couldn't. The previous version is better",1,"I accidentally closed the app, when I wanted to IN again, it couldn't. The previous version is better"
2463,Baik,5,Well
2464,"aplikasinya bagus tapi ada sedikit yg harus diperbaharui lagi,,,,",5,"the application is good but there are a few that need to be updated again,,,,"
2465,Lion pengirimannya cepat the best,5,Lion fast delivery the best
2466,Ini penting juga,3,This is important too
2467,Semoga bermanfaat ????,5,May be useful ????
2468,Sangat bermanfaat??,5,Very helpful??
2469,Puas sekali,5,Very satisfied
2470,Bengkel Mobil jkt,5,Car Workshop jakarta
2471,Ok,5,Ok
2472,Jelek bnget plis,1,It's so ugly pls
2473,Tdk bisa di pake di oppo reno 2,2,Can't be used on oppo reno 2
2474,Bagussss bangeett .,5,Very good.
2475,Luar biasa bangeeeet,5,It's amazing
2476,Aplikasi ini sngt berguna bngt buat zoom miting sekolah wkwk,5,This application is very useful for zooming school meetings wkwk
2477,Virtual background nya mana di hp android kok enggak ada??? Padahal udah android 10 tapi gak bisa di ganti backgroundnya tolong bikinin untuk hp android,2,"Where's the virtual background on the Android phone, why isn't there??? Even though it's already Android 10 but I can't change the background, please make it for an Android phone"
2478,Bagus,5,Good
2479,"mengapa saya tidak bisa ""Sign Up"", katanya saya tidak memenuhi syarat, padahal saya sudah memasukkan tanggal lahir saya loh, tolong kepada developer dijawab",2,"why can't I ""Sign Up"", it says I don't meet the requirements, even though I have entered my date of birth, please answer the developer"
2480,Apk babi mau daftar aja enggak bisa dasar apk buriq,1,"The pig apk just wants to register, it can't be based on the buriq apk"
2481,Cocoklah,4,it fits
2482,Bagus,5,Good
2483,Coba dulu baru nilai ??,1,Try first then value??
2484,Cepatan apa,1,What speed
2485,Jelek semuanya,1,Everything's ugly
2486,Sangat membantu,5,Very helpful
2487,Ok banget,5,really ok
2488,bgus,5,nice
2489,Dah lah tidak bisa buat background,1,I can't make a background
2490,Aplikasi setan zoom mulu asu,1,The devil zoom app is mulu asu
2491,Cara memakain bayground bisanya pake computer sama laptop pake HP gk bisa,5,How to use the background usually using a computer or laptop using a cellphone can't
2492,bagus,2,good
2493,????????????????????????????????????????????????????????????????????,5,???????????????????????????????????????????????? ????????????????????
2494,Berguna banget,5,Very useful
2495,ga bisa sign up,1,can't sign up
2496,Knapa ga ada suaranya ya,5,Why is there no sound?
2497,Ok,5,Ok
2498,Bagus banget,5,Really good
