,content,score,English
2347,"Kalau on cam kok langsung error, mic pun jadi error. Dikira dosen saya tidak hadir.",1,"If the on cam error immediately, then the mic becomes an error. I thought my teacher was not present."
2348,Mengganggu hidup saya,1,Interfere with my life
2349,Aplikasi nya bagus banget,5,The app is really good
2350,Amazing,5,Amazing
2351,"Kenapa ya, padahal saya beli kuota Indosat yang tulisannya udah jelas kuota edu, bisa google meet juga, eh ternyata gabisa digunain buat google meet. Kalo yang kaya gini salah Indosat apa google meet ya? Pusing banget jadinya absen bolong-bolong.",1,"Why is that, even though I bought an Indosat quota, which is clearly written on the edu quota, you can also google meet, but it turns out that it can't be used for google meet. If something like this is wrong, Indosat or google meet, right? It's very dizzy to be absent in holes."
2352,Nice apps,5,Nice apps
2353,Nyaman dan mudah di gunakan,5,Convenient and easy to use
2354,Sangant bagus digunakan untuk daring,5,Very good to use online
2355,Bagus GK si?,3,Is it good GK?
2356,Ok,5,Ok
2357,Very good,5,Very good
2358,Mantap,5,Great
2359,kok kamera saya gak bisa,1,why my camera doesn't work
2360,Pas tinggal 2% ngk bisa di download ??,1,When it's only 2% it can't be downloaded??
2361,ok,5,ok
2362,Klau bgus bru ditmbh,3,"If it's good, just add it"
2363,"Layanan meeting daring yg mudah digunakan, dapat dizoom. Kira"" kurang fitur melihat profil anggota meeting lain",4,"Easy-to-use online meeting service, can be zoomed in. Guess the feature is lacking in viewing profiles of other meeting members"
2364,"Membantu saya untuk meeting,thankyou??",5,"Help me for the meeting, thank you??"
2365,"Tidak bisa masuk panggilan, padahal dah update,dah ini itu malah makin susah",1,"Can't get a call, even though it's been updated, now it's even more difficult"
2366,Belum tetpakai,5,Unused
2367,Tolong supaya aplikasi google meeting JANGAN dibatasi penggunaan gratisnya. Terima kasih.,4,Please don't limit the use of the google meeting application for free. Thank you
2368,INI APLIKASI,1,THIS APPLICATION
2369,Bagus sekali aku jd bisa gogelmit sama guru aku aplikasi ini jangan di dolnod jelllllkkkkk!!!!!!!!!!¡¡!!!!!!!!!!!!!!!!!!!!!!!!!;!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;!!!!!!!!!!!!! Tapi boong hayu papale papale akiak akiak kumeniang,5,"It's great that I can gogelmit with my teacher, don't download this application! !!;!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!;!!!!!!!!!!!!!!! But boong hayu papale papale akiak akiak kumeniang"
2370,bagaimana cara instal di laptop/ PC,5,how to install on laptop/PC
2371,Sangat memuaskan,5,Very satisfy
2372,Terimakasih ?????? Proses belajar saya jadi lebih mudah atas bantuan app ini ??????,5,Thank you ?????? My learning process is made easier with the help of this app ???????
2373,Sangat berguna di zaman pandemi sekarang ini,5,Very useful in this time of pandemic
2374,Google meet ini berguna banget karena aku jadi bisa sekolah ??btw aku sih masih SD tapi aku udah di kasih hp karna biar aku bisa belajar,5,This Google meet is very useful because I can go to school ??btw I'm still in elementary school but I've been given a cellphone because so I can study
2375,Bagus banget,5,Really good
2376,Bermanfat apa lg kondisi seperti ini di perlukan untuk meeting jarak jauh,5,Useful or if conditions like this are needed for long distance meetings
2377,"Iya kenapa yaa, kok setelah di update pas on camera jadi keluar² terus? Besok senin saya ada ujian sekolah yg mengharuskan on camera, tolong segera perbaiki.",1,"Yes, why, why is it that after updating, when it's on camera, it keeps coming out? Tomorrow Monday I have a school exam that requires it to be on camera, please fix it immediately."
2378,Ok,5,Ok
2379,Terimakasih telah membantu saya kuliah,5,Thank you for helping me study
2380,Pas on cam suka keluar sendiri padahal signal bagus,1,"When I'm on cam, I like to go out by myself even though the signal is good"
2381,G bisa download,5,G can download
2382,Kok keluar keluar sendiri sih,1,Why did you go out alone?
2383,Sudah bagus.. tolong tambahkan fitur rekam untuk versi HP.. udah berbayar masa fitur di kurangi,3,It's good.. please add a recording feature for the HP version.. it's already paid for when the features are reduced
2384,Good aplikasi,5,Good app
2385,Knp harus ad g meet jd kls sy g meet mulu,4,Why does there have to be a gmeet so my class is gmeet mulu
2386,ok mantap,5,ok steady
2387,??,1,??
2388,Mantap,5,Great
2389,Mantap,5,Great
2390,Bagus,3,Good
2391,Tolong dah setiap APK Google jangan update langsung berubah bentuk dan fungsi bukannya Bagus malahan Jelek pertama Play Musik kedua Meet duh 1 STAR go Brrrrrrr!,1,Please don't update every Google APK immediately change shape and function instead of Good even Bad first Play Music second Meet duh 1 STAR go Brrrrrr!
2392,Di Coba dulu,3,Try it first
2393,Bermanfaat untuk share materi,5,Useful for sharing material
2394,Assalamualaikum hai aku lily Aku suka banget apl ini aku bisa belajar online sama temen temen vc bareng banyak orang tapi sihh ga banya banget hehe jadi... Jangan dengerin sama orang yang omonganya yang enga enga misalnya kayak menuh menuhin memo sama bikin habisin kuota sama bikin hp ngelag sama bisa keluar sendiri dan jaringan putus putus ya developer aku suka kok aplikasi nya terima kasih aku udah ya wassalamualaikum daaaaa,5,"Assalamualaikum hi I'm lily I really like this app I can learn online with friends vc with many people but it's not that many hehe so... Don't listen to people who don't speak what they don't say, for example, like asking for memos and spending quota and making the cellphone is lagging and can go out on its own and the network breaks, yes, developer, I like the application, thank you, I've done it, wassalamualaikum daaaaa"
2395,Terbantu sekali,5,Very helpful
2396,Baru bangun Udh ada notif Meet,1,"Just woke up, there's a Meet notification"
2397,Baik. Jelas sangat membantu pembelajaran jarak jauh,5,Well. Definitely very helpful distance learning
2398,Emosi deh ngga bisa masuk keluar mlu padahal sinyal full pakai wifi,1,Emotions can't go in and out even though the signal is full using wifi
2399,Google video YouTube Instagram Facebook Twitter line WhatsApp 2021 messenger ?????!!! Indonesia ?????!!!,5,Google video YouTube Instagram Facebook Twitter line WhatsApp 2021 messenger ?????!!! Indonesia ?????!!!
2400,Lumayan Bagus,4,Pretty good
2401,Skrg meet upgrade bug.,1,Now meet upgrade bug.
2402,Sering force close,1,Often force close
2403,Google meet bagusan yang dulu sebelum update:(,5,Google meet was good before the update :(
2404,"Mohon maaf kepada pihak google llc,aplikasi ini tidak memuasakan karna versi barunya tidak bisa di gunakan.selalu tertulis google meet telah terhenti",1,"Sorry to Google LLC, this application is not satisfactory because the new version cannot be used. It always says Google Meet has stopped"
2405,Harapan lancar ketika sedang brlangsung meeting.,5,Hope it goes smoothly when the meeting is going on.
2406,Bagus,5,Good
2407,Kenapa nggak bisa di instal butuk banget apk- nya,1,"Why can't it be installed, the apk really needs"
2408,Jelek sekali habis apdet,1,It's bad after updating
2409,Saat download tertunda mulu,1,When the download is delayed
2410,Ini membantu saya dalam pembelajaran tatap muka secara daring,5,It helps me in face-to-face learning online
2411,Luar biasa bisa membantu kami belajar daring,5,It's great to be able to help us learn online
2412,BAGUSS,5,NICE
2413,Jlk,1,Jlk
2414,Anjeng lah gara gara lu tugas gw makin di persulit asu,1,"It's a dog because of you, my task is getting more difficult, asu"
2415,"menurt gua ya. bagu,bagus aja aplikasinya",5,"I think yes. good, it's a good application"
2416,Buat daring susah banget dari yang sinyalnya bagus tpi keluar sendiri bikin frustasi????? Tolong dong ntar lama-lama nilai saya jelek:),1,"It's really hard to get online, from one with a good signal but going out alone is frustrating????? Please, after a long time my grades are bad :)"
2417,Saya nggak ngerti lagi hrs gmn???? Saya Download kok nggak bisa apa hrs diulas dlu?????? Tapi tetap nggak bisaa,1,I don't know what to do anymore???? I download why can't what should be reviewed first??????? But still can't
2418,Good,5,good
2419,Ini bagus banget,5,This is really good
2420,Ok,3,Ok
2421,Game burik,1,Dotted game
2422,Ya begitulah,4,"Yes, that is so"
2423,BAGUS,5,GOOD
2424,Close every 5 minutes,1,Close every 5 minutes
2425,Bug nya lumayan parah......,3,The bug is pretty bad...
2426,sangat membantu,5,very helpful
2427,Bagusan yang dulu daripada sekarang,1,Better then than now
2428,di update kok makin jelek hadeh Rip,1,"how come the update is getting worse, hadeh Rip"
2429,Sangat membantu,4,Very helpful
2430,B4b1 gara2 apk ini saya setres,1,B4b1 because of this sir I'm stressed
2431,Putus putus suara anying suarany owkwow Pen bolos g meet anjer,1,"Broken up, the sound is loud, wokwow, Pen skips gmeet Anjer"
2432,suka ganggu tidur pagi gua aja lu,2,just like to disturb my morning sleep
2433,Dah ada Gmail??,5,Do you have Gmail?
2434,Setelah di update camera saya jadi berubah jelek sekali di meetnya,1,"After updating my camera, it turned ugly at the meet"
2435,Iya jelek amat,1,It's so bad
2436,Bagus banget aplikasi ini,5,This app is really good
2437,Yang punya meet ganteng Amin besok di giff bundle chrono,1,Those who have a handsome meet Amin tomorrow at the chrono gift bundle
2438,Bagus banget!!!!!!!!!!!!!!!,5,Really good!!!!!!!!!!!!!!!
2439,gk enak di pake lebih enak yang zoom,1,it's not good to use it's better to zoom
2440,Sangat buruk....suara saya tidak bisa didengar orang lain.....,1,Very bad....my voice can't be heard by others.....
2441,Walaupun kamera saya kalau mau nampilin gambar buram tapi masih bisa Buat belajar,4,"Even though my camera wants to show a blurry image, I can still learn"
2442,"Nobb jelek!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!!???!!!!?!$?_7_+""!#(#-$_(83+2+_'!!'$93+';'(:!$!""'9$($!'9_+$+""8'+$;tapi boong apk nya bagus$8383+_+_;_;$+$83+$;$;$($($+$;_8$+$;_(_+_;_apk jelek",1,"Ugly Nobb!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!???!!!!!?!$?_7_+""!#(# -$_(83+2+_'!!'$93+';'(:!$!""'9$($!'9_+$+""8'+$;but boong apk is good$8383+_+ _;_;$+$83+$;$;$($($+$;_8$+$;_(_+_;_apk ugly"
2443,Good,5,good
2444,Aplikasi bagus banget Meskipun sering kali bgelag,5,Very good application Even though it often lags
2445,"Dengan adanya Aplikasi google meet kita sangat mudah untuk berkomunikasi meskipun tidak tatap muka, dan Aplikasi ini juga sangat memudahkan bagi kita semua untuk mencari alamat yang kita sebelumnya belum tahu.good untuk google meet",5,"With the google meet application, it is very easy for us to communicate even though it is not face to face, and this application is also very easy for all of us to find addresses that we did not know before. good for google meet"
2446,"Ntah apalah, habis paket",1,"I don't know, the package is finished"
2447,"App versi sekarang sangat jelekkk!!!! G-meet nya keluar sendiri!! Suaranya gak jelas terputus putus, buram, kadang gak ada camera dari yang presentasi. Padahal sinyal bagus. Tolong ya perbaiki lagiiiiiii",1,"The current version of the app is really bad!!!! The G-meet came out on its own!! The sound is not clear, intermittent, blurry, sometimes there is no camera from the presentation. It's a good signal though. Please fix it again"
2448,Nice,5,nice
2449,Presentasi nya suka ga kluar,5,The presentation doesn't come out
2450,Wah aplikasinya keren banget,5,Wow the app is really cool
2451,Helpfull and good,5,Helpful and good
2452,mayan lah,5,it's okay
2453,Ppt nya Kalo full screen gak pindah slide,2,Ppt if full screen doesn't move slide
2454,Ok,5,Ok
2455,Karna jelek aplikasinya,1,Because the application is bad
2456,Bagussssssssssssssss bangetttttttttt,5,Very goodsssssssssssssssssssssssssssssssssssssssssssssssss
2457,"Suara hostnya tidak bisa terdengar sedangkan suara anggota terdengar jelas, padahal hostnya yang sedang menjelaskan' bukan anggotanya",1,"The host's voice can't be heard while the members' voices can be heard clearly, even though the host who is explaining is not a member"
2458,"Assalamualaikum, namaku Keyla. Aplikasi ini bagus dan kuberi rating & ulas. Berguna untuk belajar",5,"Assalamualaikum, my name is Kayla. This application is good and I give a rating and review. Useful for studying"
2459,Gak bagus sekali buka paket/kota langsung habis,1,It's not very good to open the package / quota immediately runs out
2460,Puas,5,Satisfied
2461,Jelek,1,Bad
2462,"Ini kenapa ya? Kok google meet saya bermasalah mulu, tiap ada meet sama dosen saya. Saya tidak bisa bergabung, masalah nya belum ada 2 detik saya join tiba² saya keluar sendiri. Tolong dong di perbaiki, saya jadi banyak ketinggalan materi dari dosen saya.",1,"Why is this? How come my google meet has problems at first, every time there is a meeting with my lecturer. I can't join, the problem isn't there yet 2 seconds I join suddenly I go out alone. Please fix it, I've missed a lot of material from my lecturer."
2463,Kembalikan yang dulu,1,Bring back the old one
2464,Jlk,1,Jlk
2465,Good,5,good
2466,Good,5,good
2467,Sangat membantu,5,Very helpful
2468,bgus banget,5,very good
2469,Apk nya sangat bagus dan berguna bagi saya serta orang lain.Terimakasih????????,5,The apk is very good and useful for me and others. Thank you????????
2470,Apliaksi nya........ Biasa aja????,4,The application ........ Just normal????
2471,Jelek,1,Bad
2472,It is the best for video converen,4,It is the best for video converen
2473,Great,5,great
2474,Aplikasi ini sangat bagus Saya suka ??????,5,This app is very good I like ???????
2475,Aplikasi ini sangat membantu apalagi nga ada batasan waktunya,5,"This application is very helpful, especially when there is no time limit"
2476,Sangat Membantu,5,Very helpful
2477,Sangat membantuuu,4,Very helpful
