userName;content;score;at;Nilai;;;
alfira julyanti;Rekomend dong min adain filter gitu, biar kalo pas lagi bangun tidur trus langsung disuruh google meet ga keliatan ke gembel gitu;5;2021-03-31 17:10:50;POSITIF;;;
Aira rara;Bagus buat meating..;5;2021-03-31 16:18:03;POSITIF;;;
Rebin Ahmad Sofinudin;Aplikasinya bagus untuk membatu pelajaran;5;2021-03-31 13:44:01;POSITIF;;;
Muhammad Rifqi;Good;4;2021-03-31 13:03:50;POSITIF;;;
Constantino Exposto;Membantu kegiatan sehari-hari jarak jauh terima kasih;5;2021-03-31 13:03:00;POSITIF;;;
Sintia Irawan;Baguss;5;2021-03-31 12:49:36;POSITIF;;;
Ilham Wahyupratama;Kenapa meet yang sekarang kalau mau meet suka ada meet tidak menganggapi terus mohon di perbaiki.................plisssssssss;2;2021-03-31 12:25:41;NEGATIF;;;
oracio lpsl;Ok lah;3;2021-03-31 12:23:37;NEGATIF;;;
Ayu Savira;Ga bisa bisa masuk;1;2021-03-31 11:01:00;NEGATIF;;;
Aqila Ratu gihen;Ga seruuuu??;1;2021-03-31 10:29:57;NEGATIF;;;
iya iya;Payah;2;2021-03-31 10:29:34;NEGATIF;;;
Juli Surya;Oke beud;5;2021-03-31 09:53:33;POSITIF;;;
Maratul Mukaromah;Ini kenapa tiap dua Minggu sekali disuruh update sihh ngeselinnn????????;2;2021-03-31 09:03:46;NEGATIF;;;
Dian;Udah bagus kok. Tapi kurang fitur tepuk tangan. Kasian teman saya yang mau ngasih penghargaan habis presentasi harus onmic trus tepuk tangan manual. Mohon ditindaklanjuti saran saya ini ya. Terimakasih.;5;2021-03-31 08:56:03;POSITIF;;;
VIII_chensin Aurora;Gara gara nih apk aku jadi memori habis ???;1;2021-03-31 08:48:36;NEGATIF;;;
Muhammad Rafa;Ini burik sangat;1;2021-03-31 07:42:33;NEGATIF;;;
buaya jantan video;Buriq;1;2021-03-31 07:00:08;NEGATIF;;;
Monika Amanda;Alhamdulillah. Suka ?;5;2021-03-31 06:51:34;POSITIF;;;
Mass Kulin;Msih kurang, klo bisa diperlihatkan siapa yg on cam dan offcam.. Seperti tanda nya saja;3;2021-03-31 05:35:23;NEGATIF;;;
Mbleng Official;Saya jadi harus daring setiap hari dengan hadir di google meet;1;2021-03-31 05:26:12;NEGATIF;;;
Emmanuella Justin;Kenapa meet nya lebih jelek dari yg old version? Ver yg sekarang suka madet video nna....uda ganti slide tapi masih di slide sebelumnya...ini gimana? Saya lebih suka yg old version...tolong ya pihak google meet...karena saya membutuhkannya untuk Sekolah Daring....thnks;3;2021-03-31 04:45:04;NEGATIF;;;
Jepta Simanungkalit;Aplikasi nya bagus amat.. Saya suka sekali;5;2021-03-31 04:29:13;POSITIF;;;
afi supriyadi;Kenapa orang-orang gabisa denger suara saya kan jadi repot kalo absen gimana sih;2;2021-03-31 04:13:18;NEGATIF;;;
Nur Eko nur Eko;Cukup satu yang saya katakan....semoga kedepannya google meet jauh lebih baik lagi. Ayooo buruan download yang belum download, bisa untuk komunikasi dengan keluarga nan jauh di sana atau seseorang yang spesial dihati!;5;2021-03-31 04:02:14;POSITIF;;;
Noveritha Bank Sampah Kenanga;Suaranya jelas gambar bagus;5;2021-03-31 03:58:58;POSITIF;;;
David Owen Diamond Lie;Jelek taik gak jelas bodoh amat semua uninstal saja hak jelas Tekan chat gak ada;1;2021-03-31 03:50:45;NEGATIF;;;
Diki Rahmawati;Tolong diperbaiki lagi meet nya... Dulu pakai yang lama tidak seburuk ini.. Kenapa semakin diperbaiki malah semakin buruk.. Ketika saya masuk ke rapat suaranya putus-putus. Namun ketika membuka aplikasi lain suaranya jelas.. Bagaimana saya bisa menyimak rapat jika seperti ini;2;2021-03-31 03:36:37;NEGATIF;;;
m.nibaurut;F. Urut jl.kacapiring;5;2021-03-31 03:03:43;POSITIF;;;
nyamuk di kacangin;Bagus;5;2021-03-31 02:50:23;POSITIF;;;
carlo gaming;??????;1;2021-03-31 02:49:34;NEGATIF;;;
Arief Subyantoro;Sangt JELEK;5;2021-03-31 02:47:46;POSITIF;;;
Irna Ve;Putus-putus mulu padahal sinyal bagus jadinya saya terganggu;1;2021-03-31 01:14:04;NEGATIF;;;
Setiawan Irianto;Sangat baik;5;2021-03-31 01:13:59;POSITIF;;;
Nia Lusiana Dewi;Sejauh ini mantap. Tapi tolong dong bikinin filter yang bikin muka kaga kusam minimal:( biar keliatan enak dipandang aja hehe;5;2021-03-31 01:12:24;POSITIF;;;
Muhamad Nurhadi;Sangat membantu dalam proses pembelajaran dimasa seperti ini Terimakasih ??;5;2021-03-31 00:34:59;POSITIF;;;
Nasihin Ikin;Keren;5;2021-03-31 00:03:36;POSITIF;;;
freizy. airin;Sangat baik.. puas banget;5;2021-03-30 23:50:50;POSITIF;;;
Muhammad alfandi;Bagus;5;2021-03-30 23:15:08;POSITIF;;;
Abriokta Dimas76;Sekolah trussssss!!!!;4;2021-03-30 23:09:55;POSITIF;;;
Putri Arya;Sehat tu yg pentig.;5;2021-03-30 23:03:54;POSITIF;;;
Yovita vita;Apl ini sangat bagus !!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!cobain deh;5;2021-03-30 22:08:36;POSITIF;;;
haikal hermawan;Lumayan Lah;4;2021-03-30 17:46:59;POSITIF;;;
Samuel Oktoberian;I have a important problem with my camera and mic, when I try to turn on my camera and mic it doesn't work. I hope you guys can fix it thanks;1;2021-03-30 15:41:43;NEGATIF;;;
AIDHIL R;Sudah bagus. Tetapi suaranya putus-putus dan gambarnya kabur. Jadi gara-gara masalah ini saya tidak bisa mendengar apa yang pengajar saya katakan dengan jelas.;1;2021-03-30 14:48:56;NEGATIF;;;
Nurhidayanah Haikal;Ok....saya berterima kasih atas tampilan vidio....dapat ditampilkan ......ok;5;2021-03-30 13:57:44;POSITIF;;;
al freerunner;Perbaiki kualitas video;5;2021-03-30 13:34:32;POSITIF;;;
Oman Abdurrahman;Apl nya bagus;5;2021-03-30 13:14:38;POSITIF;;;
Rusmiati Baru;Bagus;3;2021-03-30 11:59:55;NEGATIF;;;
Sarifhidayatullah Tullah;Mantap sinyal ku agak putus putus tapi yaaa bagus kok;3;2021-03-30 11:38:25;NEGATIF;;;
Mik Dahus;Baik adanya dan pelayanan google meet.;5;2021-03-30 11:31:47;POSITIF;;;
eddy bahtiar;Daya baterai tinggi parah;1;2021-03-30 10:10:18;NEGATIF;;;
Kitri Siti;Maaf jika saya gak sopan kenapa meet yang sekarang lebih buruk dari pada yang lama mohon perbaikannya ya;4;2021-03-30 09:25:35;POSITIF;;;
Ardha Rhmwti;sesuai harga;2;2021-03-30 09:02:25;NEGATIF;;;
Muhammad Hanif Rasydan 9d;"Ini kenapa si, kok malah enakan versi dulu ya. Versi skrng keluar"" mulu tolonk perbaiki lagi ya,";1;2021-03-30 07:15:36;NEGATIF;;;
Ritzantara Pratama;Nyusahin anjgg;1;2021-03-30 07:00:44;NEGATIF;;;
Panji Waluyo 029;Buruk;2;2021-03-30 06:50:59;NEGATIF;;;
Hi Spongebob;Menambah virus otak gw;1;2021-03-30 06:28:29;NEGATIF;;;
Muhammad Abdi syakir;Ok;5;2021-03-30 06:19:59;POSITIF;;;
Srieka Ekawati;Jelek;1;2021-03-30 06:10:47;NEGATIF;;;
sri ratna;Mau mengganti layar belakang ko ga bisa terus yaa,ada yg tau gimna caranya?;2;2021-03-30 05:18:52;NEGATIF;;;
Ndrew;Meresahkan;4;2021-03-30 05:10:40;POSITIF;;;
João Nunes;i like that;4;2021-03-30 04:56:44;POSITIF;;;
Sri Rahayu;Bagus;3;2021-03-30 04:43:39;NEGATIF;;;
Khansa nadinemirza;Aplikasi ini topp ????:);5;2021-03-30 03:52:51;POSITIF;;;
Rasman Sinaga;Good;5;2021-03-30 03:25:25;POSITIF;;;
Riyanto Riyanto;Gugel mit ini sangat bagus banget;5;2021-03-30 03:07:20;POSITIF;;;
Agnes Lie;Ok;5;2021-03-30 03:03:19;POSITIF;;;
Naomi Naomi;suka keluar sendiri pas lagi meet padahal jaringan bagus;1;2021-03-30 02:56:00;NEGATIF;;;
Miyazono Kaori;Makin kacau kesini;1;2021-03-30 02:27:44;NEGATIF;;;
0002 Atwu Nafis;Gara gara app ini dosen saya menyuruh ku untuk tatap muka Mulu.;1;2021-03-30 02:27:08;NEGATIF;;;
Nama gw Nama;Sampah, gabisa didownload;1;2021-03-30 02:24:50;NEGATIF;;;
Agung Setiaji;Good;5;2021-03-30 02:23:47;POSITIF;;;
Rizky Diaz Arkenzo diaz;Bagus;5;2021-03-30 02:20:43;POSITIF;;;
Lia Nurzakiah;Apk nya jelekk tapi boooooooong hayuk pal pale pal pale;5;2021-03-30 02:00:46;POSITIF;;;
Aura youtube;mantap??;5;2021-03-30 01:46:28;POSITIF;;;
Emi Wati;Halo nama saya bella sya pernah memakai apk ini google meet ini sngt membantu saya bella mengucapkan terimakasih utk pengusaha google meet ini dan saya kasih bintang 5 aku akan sllu suport pengusaha google meet dan sekali lg mksh..:);5;2021-03-30 01:37:54;POSITIF;;;
Purwati Oktavia;Bikin ngelek;2;2021-03-30 01:34:32;NEGATIF;;;
ThunderAway;Freak lah, Google meet makin aneh di tablet, Harus napa layarnya dijadiin kayak pengguna laptop?, Ini tablet woy bukan laptop, Kalo laptop enak gak lag (meskipun sering FC), Tablet ngelag parah anjg, Gw sampe Absen 2 pelajaran anjg, Math ama SKI penting woyy!!! Gw takut jadi goblog, Kalau gw goblog mana bisa nyari kerja nanti anjg, kalau udah gak bisa nyari kerja, jadi beban orang tua [iya], ngecewain ortu [iya]...;3;2021-03-30 01:33:20;NEGATIF;;;
Afifa_ Offcial;Boleh lah yaa??;4;2021-03-30 01:25:35;POSITIF;;;
Ardi RahmatWijaya;Kenapa setelah di update tidak ada menu Raise hand lagi ya, kan jadi lebih sulit jika digunakan presentasi apabila saat sesi tanya jawab.......;2;2021-03-30 01:17:22;NEGATIF;;;
Dita azalya;presenting nya gak ada terus pas baru gabung di mute semua tapi gak ada suara nya dan selalu aja keluar sendiri jadi tolong kepada pihak apk tolong perbaiki;2;2021-03-30 01:05:56;NEGATIF;;;
Eben Kolatung;Blajar terus;1;2021-03-30 01:01:06;NEGATIF;;;
Hahapsari Endras An;Kukira setelah update bakalan lebih baik performanya. Eh taunya kok malah gabisa digunakan, gimana sih?;1;2021-03-29 23:54:50;NEGATIF;;;
fidel arvano;Saya juga gitu audio putus putus same vidio nya macet;1;2021-03-29 22:32:11;NEGATIF;;;
sagala Sonti;Gooddd;5;2021-03-29 19:02:39;POSITIF;;;
Sahrir Lili;Lebih hemat;5;2021-03-29 16:17:55;POSITIF;;;
Nandakeknya;Buat meeting eh ga, buat mbahas tugas lewat vid xixi??;4;2021-03-29 14:08:42;POSITIF;;;
SH VIRUS;Spam bintang 1 Yok;1;2021-03-29 13:45:11;NEGATIF;;;
Rumine Hia;Sangat bgs;5;2021-03-29 13:36:32;POSITIF;;;
Su lis;Aku suka yg Agamis Islam yg Yg Sumbernya Alqur'an dan Hadist dan pemandangan yg Bagus 2.dan Indah2ada qiro'ahnya dan lagu 2.yg nendidik untuk kebaikan;5;2021-03-29 13:09:25;POSITIF;;;
Menur Dwi artanti;b aja;1;2021-03-29 12:28:11;NEGATIF;;;
Jhobel?;Good;5;2021-03-29 10:26:10;POSITIF;;;
Mulia Nirmala;Klau pertemuan dgn anak 2 yg jumlah nya 20 orang saya gunakan aplikasi ini;4;2021-03-29 10:16:41;POSITIF;;;
Bissar Halomoan;Bagud;5;2021-03-29 10:11:46;POSITIF;;;
Abid Asy;Bagus tapi ngelag2;3;2021-03-29 10:10:19;NEGATIF;;;
Putri Rosidah;Bagus;5;2021-03-29 09:47:46;POSITIF;;;
Muhammad Frado firdaus;Mantap;5;2021-03-29 08:18:31;POSITIF;;;
Workaholic;"Pas pake gmeet versi lama gaada masalah, alhamdulillah lancar. Tp semenjak di update kenapa jd sering bermasalah? Audio putus"", share screen suka ngadat yg harusnya udh ganti slide tp masih tetep ga berubah, yang parahnya malah kadang tidak terlihat sama sekali. Sinyal juga suka tiba-tiba ngedown kalo pake gmeet, nggak tau kenapa. Pdhl paginya dipakai buat nge-zoom aman2 aja. Tolong pihak google meet semoga bisa menyelesaikan permasalahan ini karena sangat saya perlukan utk kuliah. Thnks.";2;2021-03-29 07:17:09;NEGATIF;;;
Haviatul Janah;Mohon kepada pihak apk, kenapa setelah di update malah jadi lebih jelek, suara putus putus. Padahal jaringan 4G Google meet versi lama sebelum di perbarui tidak ada masalah, kenapa setelah di perbarui malah bermasalah. Tolong di perbaiki kembali ??;2;2021-03-29 06:51:34;NEGATIF;;;
Amanda Sakinah;Kenapa suaranya putus-putus sih? Padahal jaringan bagus. Tapi kalo keluar atau ke partisipan itu lancar. Aneehh. Mic hp saya juga tbtb ga berfungsi. TOLONG DIPERBAIKI DONG!;1;2021-03-29 06:12:54;NEGATIF;;;
Ivan Ardisa;Ga bisa diakses pake data reguler, harus pake wifi, ada solusi?;2;2021-03-29 05:56:32;NEGATIF;;;
Ardi Nur;Bagus.. tapi cuma dikit yang bisa lihat;1;2021-03-29 05:42:00;NEGATIF;;;
Warjianto Panca Wasono;Bagus;5;2021-03-29 05:41:39;POSITIF;;;
Shinta Aidah H. Ardani;I love your userfriendly interface and it's free of course;5;2021-03-29 05:41:12;POSITIF;;;
Hulu Sona;Sangat bagus;5;2021-03-29 05:38:59;POSITIF;;;
Heni Dewi;Sama spt pengguna lain, sya sudah update tapi setelah update malah apps meet sya suka force close. Pembicaraan saya jadi terganggu krn sya sendiri keluar tiba2, padahal koneksi internet lancar. Sangat mengecewakan sekali.;1;2021-03-29 04:58:46;NEGATIF;;;
Abdul Wahid;Terimakasih sudah sangat membantu ????;5;2021-03-29 04:15:03;POSITIF;;;
Susi Lawati;Pmasangan ny lmaaaaa;1;2021-03-29 03:52:16;NEGATIF;;;
Fadil Arbiansyah;Tidak bisa lihat presentasi.. mohon solusinya;1;2021-03-29 03:48:59;NEGATIF;;;
Akmileo Alden Sasongko;Aplikasi ini sangat membantu untuk belajar daring;5;2021-03-29 03:18:19;POSITIF;;;
Destiana Agistia;Ahh dikit bagusnya;4;2021-03-29 03:12:53;POSITIF;;;
febrianto chandra;Apk ini bagus tapi lebih bagus zoom sih daripada meet soalnya meet sering terjadi masalah;3;2021-03-29 02:41:19;NEGATIF;;;
Ferii Gaming;Kenapa pas saya mao coba goggle met kenapa malah tidak berhubung ke video tolong di perbaiki lagii??;1;2021-03-29 02:20:13;NEGATIF;;;
Nurul Maptuhatu Islamia;Lelettttttt loading nya padahal udah tepat wktnya;4;2021-03-29 02:19:55;POSITIF;;;
Rangga _11;"Bagussssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss!!!!!!!;!!!!!!!";5;2021-03-29 02:07:50;POSITIF;;;
Dhistian Naufal Al Vero;Gw kesal karena setiap masuk padahal sinyal bagus lho keluar sendiri saya jadi tidak dianggap masuk sama guru saya;1;2021-03-29 01:52:23;NEGATIF;;;
Kiki Alqa;Bagus;5;2021-03-29 01:38:36;POSITIF;;;
Ghaida khairunn;kenapa yh setiap kali masuk meet ga bisa terus malahan keluar lagi keluar lagi saya jadi ga bisa ikutan daring ini gimana tolong sarannya, saya butuh banget;1;2021-03-29 01:35:23;NEGATIF;;;
pikachu;Karena adanya aplikasi ini saya diberi tugas sehari 5 kali dan saya tidak suka;1;2021-03-29 01:32:16;NEGATIF;;;
Fradania Aprilianti;Jujur versi sekarang tampilannya baguss lebih modern Tapi untuk mengetahui siapa yang oncam jika lewat hp terlalu susah.. bagus yang versi old;4;2021-03-29 01:29:28;POSITIF;;;
affan moch;Lama ah mat terimakasih;1;2021-03-29 01:27:43;NEGATIF;;;
Anisa Fauziah;Jelek, setiap dipake selalu minta diupgrade terus padhaal baru kemaren di upgrade masa harus diupgrade lagi;2;2021-03-29 01:27:03;NEGATIF;;;
Danang;Aplikasi nya sangat bagus;5;2021-03-29 01:22:14;POSITIF;;;
William Ectrada 1140;Saya kasih bintang 4 karna kalo updet error' terus kalo tidak error saya kasih bintang 5 maaf y;4;2021-03-29 01:17:42;POSITIF;;;
JustCallNopall `;Ngontol amat;5;2021-03-29 01:03:06;POSITIF;;;
angga junior;Oke;5;2021-03-29 01:00:25;POSITIF;;;
Qiara Adelia Shema;Bagus;5;2021-03-29 00:35:15;POSITIF;;;
Tiano Tiano Uzumaki;Bagus;5;2021-03-28 22:55:07;POSITIF;;;
Sola Gratia;????????;5;2021-03-28 21:05:59;POSITIF;;;
•XxÈrrørGãláxyxX•;Tolong diperbaiki yang bikin soalnya waktu lagi belajar suka error sama keluar sendiri bisa diperbaikin :3;5;2021-03-28 18:34:08;POSITIF;;;
Tri Mauliyanti;Baik, tapi kadang nge blur gambarnya;4;2021-03-28 16:24:46;POSITIF;;;
Muhamad Elang;Good;5;2021-03-28 15:34:44;POSITIF;;;
Anggi Enggar Firdinan;Kalau on cam kok langsung error, mic pun jadi error. Dikira dosen saya tidak hadir.;1;2021-03-28 15:21:45;NEGATIF;;;
EggyBread YT;Mengganggu hidup saya;1;2021-03-28 15:18:55;NEGATIF;;;
EVRA GINTING;Aplikasi nya bagus banget;5;2021-03-28 14:55:04;POSITIF;;;
Melisa Zahratunnisa;Amazing;5;2021-03-28 14:19:10;POSITIF;;;
Bintang Varischa;Kenapa ya, padahal saya beli kuota Indosat yang tulisannya udah jelas kuota edu, bisa google meet juga, eh ternyata gabisa digunain buat google meet. Kalo yang kaya gini salah Indosat apa google meet ya? Pusing banget jadinya absen bolong-bolong.;1;2021-03-28 13:35:50;NEGATIF;;;
erina safitri;Nice apps;5;2021-03-28 11:51:05;POSITIF;;;
Muhammad Victor Siahaya;Nyaman dan mudah di gunakan;5;2021-03-28 11:17:31;POSITIF;;;
Oktavia Situn;Sangant bagus digunakan untuk daring;5;2021-03-28 09:08:19;POSITIF;;;
Rizki Putra Ardiansyah;Bagus GK si?;3;2021-03-28 06:43:09;NEGATIF;;;
Kettu Sujarno;Ok;5;2021-03-28 05:16:31;POSITIF;;;
Ramlah;Very good;5;2021-03-28 05:09:45;POSITIF;;;
Muhamad Ripandi;Mantap;5;2021-03-28 01:58:12;POSITIF;;;
tari muntari;kok kamera saya gak bisa;1;2021-03-28 00:26:33;NEGATIF;;;
Septiana Yusfita;Pas tinggal 2% ngk bisa di download ??;1;2021-03-28 00:15:33;NEGATIF;;;
SERLI MARLINTON;ok;5;2021-03-28 00:01:20;POSITIF;;;
Khoyri;Klau bgus bru ditmbh;3;2021-03-27 16:57:47;NEGATIF;;;
Hussein Isron;"Layanan meeting daring yg mudah digunakan, dapat dizoom. Kira"" kurang fitur melihat profil anggota meeting lain";4;2021-03-27 15:14:09;POSITIF;;;
Juliandra.M.E. Makmur;Membantu saya untuk meeting,thankyou??;5;2021-03-27 13:59:11;POSITIF;;;
Imas Saadiyah;Tidak bisa masuk panggilan, padahal dah update,dah ini itu malah makin susah;1;2021-03-27 13:02:41;NEGATIF;;;
Ebiffry Siahaan;Belum tetpakai;5;2021-03-27 11:57:25;POSITIF;;;
Angel Margareth;Tolong supaya aplikasi google meeting JANGAN dibatasi penggunaan gratisnya. Terima kasih.;4;2021-03-27 11:12:18;POSITIF;;;
Ezar ?;INI APLIKASI;1;2021-03-27 10:59:52;NEGATIF;;;
Irma Suryani;"Bagus sekali aku jd bisa gogelmit sama guru aku aplikasi ini jangan di dolnod jelllllkkkkk!!!!!!!!!!¡¡!!!!!!!!!!!!!!!!!!!!!!!!!;!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;!!!!!!!!!!!!! Tapi boong hayu papale papale akiak akiak kumeniang";5;2021-03-27 09:38:18;POSITIF;;;
derij;bagaimana cara instal di laptop/ PC;5;2021-03-27 09:01:52;POSITIF;;;
Yusuf Wally;Sangat memuaskan;5;2021-03-27 08:51:19;POSITIF;;;
Muhammad Anas Murtafingi;Terimakasih ?????? Proses belajar saya jadi lebih mudah atas bantuan app ini ??????;5;2021-03-27 08:35:36;POSITIF;;;
Ferdi Fardian Wijaya;Sangat berguna di zaman pandemi sekarang ini;5;2021-03-27 08:32:13;POSITIF;;;
Arkana Yasmin;Google meet ini berguna banget karena aku jadi bisa sekolah ??btw aku sih masih SD tapi aku udah di kasih hp karna biar aku bisa belajar;5;2021-03-27 08:15:47;POSITIF;;;
Nita Yulianita;Bagus banget;5;2021-03-27 08:02:18;POSITIF;;;
Sity Mamurotun;Bermanfat apa lg kondisi seperti ini di perlukan untuk meeting jarak jauh;5;2021-03-27 06:16:38;POSITIF;;;
Ayu Rachmawati;Iya kenapa yaa, kok setelah di update pas on camera jadi keluar² terus? Besok senin saya ada ujian sekolah yg mengharuskan on camera, tolong segera perbaiki.;1;2021-03-27 05:56:52;NEGATIF;;;
Adas bs;Ok;5;2021-03-27 05:19:39;POSITIF;;;
Aldo Damara;Terimakasih telah membantu saya kuliah;5;2021-03-27 05:04:13;POSITIF;;;
Nurhamzah Wahyu Saputra;Pas on cam suka keluar sendiri padahal signal bagus;1;2021-03-27 03:27:48;NEGATIF;;;
Guruh Prayoga;G bisa download;5;2021-03-27 03:10:46;POSITIF;;;
Nazwa Rahma anggia;Kok keluar keluar sendiri sih;1;2021-03-27 01:38:41;NEGATIF;;;
doni alfarisi;Sudah bagus.. tolong tambahkan fitur rekam untuk versi HP.. udah berbayar masa fitur di kurangi;3;2021-03-27 00:41:46;NEGATIF;;;
Inge Pramudya;Good aplikasi;5;2021-03-26 19:41:15;POSITIF;;;
tazkiarafa_official;Knp harus ad g meet jd kls sy g meet mulu;4;2021-03-26 17:52:58;POSITIF;;;
Mira Aldrin;ok mantap;5;2021-03-26 16:07:42;POSITIF;;;
Yann Senpai;??;1;2021-03-26 14:10:30;NEGATIF;;;
Irna Susana;Mantap;5;2021-03-26 13:11:00;POSITIF;;;
Cornelius B Nugroho;Mantap;5;2021-03-26 11:16:59;POSITIF;;;
BENNI LORA;Bagus;3;2021-03-26 10:39:28;NEGATIF;;;
Rian;Tolong dah setiap APK Google jangan update langsung berubah bentuk dan fungsi bukannya Bagus malahan Jelek pertama Play Musik kedua Meet duh 1 STAR go Brrrrrrr!;1;2021-03-26 09:17:03;NEGATIF;;;
Tati Kartini;Di Coba dulu;3;2021-03-26 08:32:18;NEGATIF;;;
Indah Wiken;Bermanfaat untuk share materi;5;2021-03-26 07:35:12;POSITIF;;;
Lily Najwa;Assalamualaikum hai aku lily Aku suka banget apl ini aku bisa belajar online sama temen temen vc bareng banyak orang tapi sihh ga banya banget hehe jadi... Jangan dengerin sama orang yang omonganya yang enga enga misalnya kayak menuh menuhin memo sama bikin habisin kuota sama bikin hp ngelag sama bisa keluar sendiri dan jaringan putus putus ya developer aku suka kok aplikasi nya terima kasih aku udah ya wassalamualaikum daaaaa;5;2021-03-26 07:19:36;POSITIF;;;
Alifi Gustori;Terbantu sekali;5;2021-03-26 07:10:36;POSITIF;;;
Adithya Marthadinata;Baru bangun Udh ada notif Meet;1;2021-03-26 06:39:52;NEGATIF;;;
Rizky Faradila;Baik. Jelas sangat membantu pembelajaran jarak jauh;5;2021-03-26 06:10:06;POSITIF;;;
TRIANA UMI MA'RIFAH;Emosi deh ngga bisa masuk keluar mlu padahal sinyal full pakai wifi;1;2021-03-26 05:13:20;NEGATIF;;;
Anda jika JIKA Anda;Google video YouTube Instagram Facebook Twitter line WhatsApp 2021 messenger ?????!!! Indonesia ?????!!!;5;2021-03-26 04:49:25;POSITIF;;;
Sangkot Nababan Jr.;Lumayan Bagus;4;2021-03-26 03:15:08;POSITIF;;;
Priyantoro Priyantoro;Skrg meet upgrade bug.;1;2021-03-26 03:05:11;NEGATIF;;;
Sosha prima putra;Sering force close;1;2021-03-26 02:10:02;NEGATIF;;;
Gofarul Mustaqim;Google meet bagusan yang dulu sebelum update:(;5;2021-03-26 02:04:18;POSITIF;;;
Kaffa Samudra;Mohon maaf kepada pihak google llc,aplikasi ini tidak memuasakan karna versi barunya tidak bisa di gunakan.selalu tertulis google meet telah terhenti;1;2021-03-26 02:02:35;NEGATIF;;;
mujiman man;Harapan lancar ketika sedang brlangsung meeting.;5;2021-03-26 01:53:02;POSITIF;;;
Prihatin Purwani;Bagus;5;2021-03-26 01:45:41;POSITIF;;;
Rohim Setioko;Kenapa nggak bisa di instal butuk banget apk- nya;1;2021-03-26 01:39:17;NEGATIF;;;
Lathifah Annuur;Jelek sekali habis apdet;1;2021-03-26 01:37:25;NEGATIF;;;
Bocil Gaming;Saat download tertunda mulu;1;2021-03-26 01:33:45;NEGATIF;;;
Evan sitorus;Ini membantu saya dalam pembelajaran tatap muka secara daring;5;2021-03-26 01:26:53;POSITIF;;;
Yusuf Trisula Armando;Luar biasa bisa membantu kami belajar daring;5;2021-03-26 01:23:09;POSITIF;;;
DWI FITRI AGUSTINA S;BAGUSS;5;2021-03-26 01:20:05;POSITIF;;;
Wahyu Arsyandi;Jlk;1;2021-03-26 01:18:28;NEGATIF;;;
KAUS KAKI GMG;Anjeng lah gara gara lu tugas gw makin di persulit asu;1;2021-03-26 01:00:43;NEGATIF;;;
Alif Rahmat;menurt gua ya. bagu,bagus aja aplikasinya;5;2021-03-26 01:00:09;POSITIF;;;
Athaa Naimaa;Buat daring susah banget dari yang sinyalnya bagus tpi keluar sendiri bikin frustasi????? Tolong dong ntar lama-lama nilai saya jelek:);1;2021-03-25 23:24:31;NEGATIF;;;
Laura Putri;Saya nggak ngerti lagi hrs gmn???? Saya Download kok nggak bisa apa hrs diulas dlu?????? Tapi tetap nggak bisaa;1;2021-03-25 22:56:07;NEGATIF;;;
siti rochma;Good;5;2021-03-25 21:56:36;POSITIF;;;
Rota Putra;Ini bagus banget;5;2021-03-25 18:26:44;POSITIF;;;
